Date,Y,Trade1,Trade2,Trade3,Trade4,Trade5,Trade6,Trade7,Trade8,Trade9,Trade10,Cross1,Cross2,Cross3,Cross4,Cross5,Cross6,Cross7,Cross8,Cross9,Cross10,Cross11,Cross12,Cross13,Macro1,Macro2,Macro3,Macro4,Macro5,Macro6,Macro7,NY,SB,MD,LD,ID,Seasonal
12/31/2006,77387628.62,27594.85289,0.188922275,0.262333624,0.108901765,0.110423962,2.372432822,0.893097734,0.996547607,0.9293952,0.982010369,2.621382351,2.724926338,3.233210659,17607.08261,11133.37818,1505.986322,0.168700038,0.157881207,0.018449859,0.098022594,0.230139151,0.122738882,0.217785571,5.169743373,216.3876564,195.7112066,3.346535775,2120.159639,9824.924325,13082.80293,1,0,0,0,0,742475.2723
1/7/2007,77077506.31,28358.29115,0.123399837,0.302021442,0.083673876,0.133652446,2.272837977,0.859856316,0.996583332,0.90690894,0.985494583,2.634853278,2.614493944,3.140708117,18046.29115,10982.64436,1793.415606,0.201324766,0.17360868,0.029446176,0.145148053,0.280982782,0.102704555,0.275518137,5.172831538,216.9753196,195.9627234,3.354817732,2125.117983,9826.708808,13083.29206,0,0,0,0,0,2255976.021
1/14/2007,75591804.25,28513.46056,0.132477794,0.299496901,0.074631269,0.115744288,2.26214539,0.808118344,0.996485495,0.886030902,0.979369886,2.643203346,2.565602423,3.146174216,18056.25427,10715.87139,1868.868475,0.196730999,0.147854763,0.023947896,0.125757112,0.263960188,0.099414028,0.269201107,5.174943554,218.2629868,196.2220856,3.361728216,2130.303209,9827.960102,13083.79533,0,0,0,0,0,-2716748.925
1/21/2007,74109385.05,28445.46559,0.13752959,0.30197257,0.075138057,0.108583316,2.265874025,0.837486905,0.996157424,0.899800602,0.98680693,2.650014269,2.549787995,3.175466428,18135.93054,10600.6909,1879.700962,0.201649696,0.148565235,0.024743059,0.1580285,0.286360112,0.0995292,0.259327565,5.175811003,220.266009,196.4865462,3.366837261,2135.606316,9828.787437,13084.51555,0,0,0,0,0,-2154798.685
1/28/2007,73627504.89,28428.48742,0.168633099,0.277861704,0.101921561,0.103493033,2.242425402,0.856116823,0.996590654,0.896283285,0.975833654,2.636377092,2.554432563,3.182250237,18092.56639,10459.85137,1881.900205,0.186867712,0.173383863,0.079128786,0.124406152,0.218180978,0.102831624,0.251202968,5.175165166,222.9997373,196.753354,3.369715025,2140.917875,9829.300468,13085.65632,0,0,0,0,0,-3043353.389
2/4/2007,92280301.91,28978.20587,0.266385401,0.231295518,0.133590316,0.090306943,2.342707794,0.94500615,0.997277646,0.960247702,0.979191104,2.647782855,2.664314447,3.159070375,18703.00992,11410.05687,1883.788602,0.189150521,0.170224597,0.062415635,0.10978291,0.18707861,0.10652533,0.241336499,5.172737624,226.4795229,197.0197684,3.369931544,2146.128641,9829.608668,13087.42091,0,1,0,0,0,14350617.09
2/11/2007,76415789.55,28599.85334,0.122425218,0.320495192,0.077407899,0.113835516,2.262748468,0.809657527,0.996865463,0.8965809,0.983536575,2.656717509,2.58696593,3.139885293,18276.74944,10812.27329,1867.806842,0.211459005,0.188013198,0.047309218,0.150289604,0.275757053,0.129966015,0.290692946,5.168259962,230.7207168,197.2830334,3.367056973,2151.129185,9829.821692,13090.01291,0,0,0,0,0,355810.9298
2/18/2007,70463603.13,28600.86634,0.11184216,0.308001602,0.068581395,0.109578238,2.246382095,0.858316948,0.996532216,0.897762692,0.982790472,2.638480081,2.601248788,3.155848665,18130.3874,10358.01098,1860.614114,0.195715093,0.12348469,0.031226913,0.123167525,0.250855318,0.08585647,0.26484678,5.161468208,235.7378796,197.5404222,3.360665841,2155.811062,9830.048268,13093.6337,0,0,0,0,0,-5545431.94
2/25/2007,70737898.68,28715.49337,0.137336622,0.284193843,0.07328252,0.100224534,2.236580767,0.858250732,0.995715229,0.901141594,0.98234846,2.644080011,2.595075579,3.133807973,18164.86533,10348.46648,1898.751496,0.182016086,0.116971901,0.022348779,0.11225588,0.220078761,0.103295822,0.23918155,5.152330818,241.5043121,197.789916,3.350567118,2160.094256,9830.371599,13098.4109,0,0,0,0,0,-5327007.786
3/4/2007,73113442.28,29002.66493,0.130004181,0.291393628,0.077937214,0.098181622,2.25225473,0.859293929,0.995249949,0.908295981,0.980082624,2.639965902,2.646508636,3.173557152,18298.678,10374.77632,1910.728276,0.185906026,0.120671936,0.015227794,0.118319706,0.212786171,0.118128852,0.237761952,5.141411909,247.8872984,198.0313643,3.337171889,2163.973697,9830.807374,13104.27934,0,0,0,0,0,-3571661.153
3/11/2007,74784512.23,29289.79118,0.136967167,0.28516031,0.079224949,0.099605448,2.246522098,0.854744879,0.99502745,0.923405448,0.980071645,2.645001443,2.661339691,3.123778997,18280.9617,10405.65506,1931.109303,0.179319859,0.136497044,0.033802078,0.139449913,0.238735465,0.113400221,0.250932473,5.129447486,254.7244924,198.2651291,3.321059454,2167.465033,9831.352695,13111.11996,0,0,0,0,0,-1130943.508
3/18/2007,74936525.13,29315.00442,0.133368358,0.28916368,0.07975926,0.119844792,2.257746403,0.845295374,0.995754343,0.919477602,0.990492967,2.635946737,2.683157916,3.162944844,18140.24465,10437.75982,1923.883316,0.172152024,0.137922704,0.020523873,0.133658808,0.214756981,0.122948249,0.231011112,5.117168156,261.8532981,198.4915781,3.302810677,2170.584036,9832.004493,13118.81385,0,0,0,0,0,-1488601.569
3/25/2007,72934057.5,29385.19927,0.120703313,0.297670628,0.078129222,0.120532001,2.255855685,0.844064524,0.996093506,0.918379745,0.983017595,2.654414394,2.660452809,3.214782617,18157.78725,10379.69514,1937.608744,0.174422407,0.157123363,0.03727398,0.165628449,0.244917708,0.129407715,0.243530052,5.105311866,269.1111192,198.7110794,3.283006263,2173.346537,9832.759688,13127.24161,0,0,0,0,0,-2377720.361
4/1/2007,74336238.44,29323.60485,0.137790081,0.289132814,0.072802857,0.111191215,2.263683165,0.864322843,0.997113967,0.920173953,0.9836541,2.654208582,2.691760283,3.387252041,18230.61875,10392.28737,1919.888762,0.170783108,0.153049339,0.026506183,0.153765553,0.204687931,0.144580963,0.236466787,5.094609226,276.3353598,198.9239999,3.262227075,2175.768342,9833.615205,13136.28406,0,0,0,0,0,-4109549.906
4/8/2007,80000046.62,29434.64837,0.154020521,0.278020107,0.075210617,0.110830529,2.27822928,0.868214735,0.994014004,0.909160623,0.982733363,2.649781524,2.698946537,3.166045862,18538.66647,10750.31378,1904.016809,0.16437733,0.151608599,0.009718262,0.123133259,0.183118196,0.152872606,0.225215202,5.085796567,283.3634236,199.1307083,3.241053819,2177.865284,9834.567964,13145.82181,0,0,0,0,0,1669913.55
4/15/2007,71772827.4,29294.98906,0.112845033,0.300889493,0.075642087,0.113152209,2.242977259,0.797689579,0.996278272,0.855513335,0.985219513,2.648353921,2.66661295,3.144852108,18257.39429,10454.89772,1926.642737,0.178466291,0.137922718,0.041700485,0.149548954,0.254270957,0.129825135,0.237769529,5.079607742,290.0327145,199.3315714,3.220067358,2179.653131,9835.614895,13155.73595,0,0,0,0,0,655425.5607
4/22/2007,75403126.47,29210.52138,0.150677012,0.271946026,0.083223436,0.108327055,2.258371945,0.848733903,0.99518011,0.915747266,0.985638041,2.662986388,2.659955092,3.169927284,18198.94977,10417.40712,1919.242092,0.174450647,0.140813829,0.024265039,0.141263886,0.235604702,0.130808155,0.239091442,5.076776636,296.1806364,199.526958,3.199848396,2181.147743,9836.752914,13165.90687,0,0,0,0,0,-2941403.441
4/29/2007,75617016.65,29142.19651,0.132023195,0.292430962,0.077284858,0.110852751,2.247786417,0.861376848,0.994916285,0.881543412,0.981117397,2.6658225,2.645948946,3.178046944,18144.28975,10442.22991,1925.768067,0.165471897,0.148766576,0.021245938,0.119314062,0.197190367,0.113689417,0.228098003,5.078037119,301.6445932,199.7172348,3.180977798,2182.364891,9837.978952,13176.21567,0,0,0,0,0,-1739850.873
5/6/2007,81341428.1,29314.36564,0.161734755,0.276120247,0.088107554,0.110920583,2.270176655,0.858793898,0.994425922,0.9170792,0.98037087,2.698745733,2.6492835,3.126114147,18351.8461,10914.03318,1935.103722,0.168932934,0.148376998,0.027890858,0.136462025,0.228160984,0.112448927,0.236682538,5.084123875,306.2619886,199.9027702,3.164036267,2183.320432,9839.289923,13186.54275,0,0,0,0,0,3606213.225
5/13/2007,78490383.2,29196.10346,0.132899546,0.296387949,0.074761315,0.11015988,2.270092889,0.820389912,0.996764186,0.8949122,0.982824833,2.674186354,2.662751383,3.112164525,18310.39021,10648.22189,1927.772863,0.185946705,0.16589627,0.027533004,0.12514318,0.197683891,0.09869656,0.224389103,5.095770785,309.8702267,200.0839316,3.149604669,2184.030137,9840.682759,13196.7692,0,0,0,0,0,2941187.721
5/20/2007,78194607.44,29077.16176,0.148123425,0.284403401,0.084462823,0.112175724,2.274372024,0.867645124,0.99480348,0.922486556,0.98183088,2.663971322,2.6593571,3.104070879,18190.58791,10495.76197,1923.675704,0.174607299,0.145677483,0.021722269,0.136795409,0.19055627,0.105759239,0.208503629,5.113700998,312.3090209,200.2610884,3.138257775,2184.510275,9842.154657,13206.7767,0,0,0,0,0,2620705.779
5/27/2007,88802984.74,29209.87102,0.237018213,0.24727281,0.098414417,0.097211996,2.364419184,0.908490871,0.99570415,0.948054433,0.981777208,2.653003452,2.746972476,3.250771122,18346.1839,10883.95968,1907.333007,0.176617169,0.166871206,0.019195841,0.106875683,0.148279054,0.106540536,0.212790893,5.138205751,313.5050355,200.4346467,3.130345975,2184.793997,9843.713498,13216.48896,0,0,1,0,0,13573799.07
6/3/2007,79759324.33,28954.59054,0.131632068,0.317487296,0.084983021,0.119555132,2.300264818,0.848190118,0.996849354,0.924821174,0.982375635,2.669157477,2.696822496,3.212286898,18073.86376,10716.13656,1903.369773,0.1872278,0.172227719,0.034120812,0.14658564,0.233467683,0.108559789,0.226311881,5.168634203,313.5752059,200.6050998,3.125728673,2184.951448,9845.390517,13225.92091,0,0,0,0,0,3368305.705
6/10/2007,80353244.02,29074.79181,0.14272688,0.291907156,0.08563974,0.113350642,2.27399903,0.861661709,0.996087159,0.923442994,0.984922879,2.675914742,2.656997734,3.1942861,18182.53261,10600.36788,1922.110148,0.176028646,0.141483151,0.021451339,0.142516789,0.220926508,0.125334855,0.23236959,5.204113646,312.6812366,200.7729581,3.124149615,2185.0612,9847.222321,13235.10891,0,0,0,0,0,4170845.156
6/17/2007,80850162.26,28966.66573,0.149563877,0.285165536,0.080266628,0.112755075,2.295586563,0.845934384,0.995516653,0.898385499,0.982225125,2.680250746,2.675974786,3.235822105,17984.74581,10563.52592,1896.610219,0.179602645,0.134099713,0.034146217,0.143222202,0.227806582,0.138214505,0.215344057,5.243767258,310.9850527,200.9387349,3.12535206,2185.202292,9849.245742,13244.08962,0,0,0,0,0,4530928.627
6/24/2007,77566147,28913.26503,0.141416035,0.296462525,0.080741327,0.107894038,2.303187924,0.838213377,0.995520643,0.914220531,0.978194241,2.678565872,2.671161438,3.283118141,17994.01944,10510.00118,1892.791181,0.181406077,0.145502241,0.02698477,0.160697349,0.220155801,0.091478993,0.220665492,5.286724994,308.6485791,201.1029408,3.129079199,2185.453327,9851.497407,13252.89949,0,0,0,0,0,2117155.452
7/1/2007,87725881.43,29020.13493,0.239281851,0.250979996,0.106076097,0.095027758,2.357929346,0.926231587,0.997063856,0.9450208,0.980667238,2.668251165,2.695442768,3.330830944,18160.16922,10771.33463,1883.379936,0.169847298,0.144700647,0.042259842,0.110318587,0.155065052,0.102739097,0.216813645,5.332108098,305.8337408,201.2660882,3.135074294,2185.893345,9854.014147,13261.57518,0,0,0,0,0,8282527.768
7/8/2007,88889916.66,29011.86569,0.185376409,0.292945047,0.094951463,0.109463347,2.375887647,0.895651326,0.996803718,0.926659365,0.979020963,2.66232103,2.692715275,3.204128698,18162.539,11068.29674,1867.171371,0.182447323,0.146933914,0.013535606,0.137631684,0.226304609,0.097463816,0.223660471,5.379046539,302.7024626,201.4286886,3.143080534,2186.60095,9856.832591,13270.15312,0,0,0,0,1,16182642.89
7/15/2007,75051361.76,28821.33251,0.116233435,0.315793622,0.076360048,0.115023319,2.277844896,0.843087661,0.997498322,0.90600162,0.979005217,2.672035961,2.649678786,3.211792974,18097.46673,10563.1661,1892.873774,0.19284993,0.12119664,0.023785565,0.149191157,0.229228129,0.086787822,0.238572974,5.426661548,299.4166696,201.5912547,3.152841181,2187.655049,9859.989509,13278.66992,0,0,0,0,0,146785.1642
7/22/2007,74508171.9,28666.28372,0.147747997,0.293801121,0.08081149,0.106094481,2.295167327,0.874297333,0.997290883,0.918013684,0.976191425,2.681472312,2.694156267,3.233602939,17918.01016,10425.3115,1866.083453,0.185716864,0.110199948,0.026974766,0.11940945,0.200527527,0.082870002,0.222742995,5.474083097,296.1382867,201.7542969,3.164099425,2189.134422,9863.521609,13287.16212,0,0,0,0,0,-1283059.933
7/29/2007,73860173.89,28767.42912,0.126311911,0.309843125,0.075452799,0.106526047,2.292604661,0.858822468,0.99614286,0.919115952,0.97947693,2.6848355,2.689174855,3.240525003,17983.6048,10371.10739,1865.709178,0.192141726,0.118735098,0.04290586,0.123694251,0.203979522,0.095024537,0.223127744,5.520434355,293.0292389,201.9183285,3.176598527,2191.117977,9867.465663,13295.66629,0,0,0,0,0,-1720359.135
8/5/2007,77652517.08,29211.79543,0.137322774,0.28948464,0.083287861,0.111992228,2.291940158,0.861269983,0.996343785,0.916080644,0.983294886,2.685597936,2.672180797,3.243447975,18368.57023,10465.68468,1873.457386,0.17951963,0.102866206,0.024369082,0.139110139,0.213941142,0.090546464,0.24366519,5.564841412,290.251451,202.08386,3.190081676,2193.684316,9871.858298,13304.21889,0,0,0,0,0,823834.5736
8/12/2007,76855926.34,29443.39619,0.129899333,0.28723598,0.08613906,0.103148921,2.318348567,0.864596073,0.995275132,0.918328262,0.97919124,2.678029462,2.682196749,3.200650835,18495.62809,10525.04718,1871.73844,0.181487221,0.104636891,0.04840577,0.132414904,0.200161845,0.098146713,0.234425483,5.606430353,287.9668482,202.2514048,3.204292136,2196.91248,9876.736346,13312.85659,0,0,0,0,0,1969532.437
8/19/2007,74535776.41,29564.14124,0.117240567,0.280744536,0.089301563,0.105576199,2.312432014,0.85883464,0.99655414,0.918606638,0.975706031,2.700171083,2.665750579,3.193347983,18565.39009,10489.86521,1882.755848,0.174903686,0.104949228,0.028075114,0.147008996,0.225125897,0.092378169,0.215377156,5.644332632,286.3362166,202.4214703,3.218973414,2200.880175,9882.135072,13321.61506,0,0,0,0,0,-741975.0426
8/26/2007,72642818.83,29568.39056,0.111828707,0.279555241,0.092025177,0.121059806,2.311236363,0.82296965,0.997043414,0.891477246,0.983982112,2.716900031,2.694007896,3.292470457,18566.23131,10351.51442,1867.283733,0.179757206,0.144319166,0.013202455,0.161533169,0.228734113,0.086556057,0.207233722,5.677958714,285.4609146,202.5944092,3.233885758,2205.618661,9888.018797,13330.49102,0,0,0,0,0,-2601499.207
9/2/2007,82022628.44,30144.01113,0.156969988,0.255828367,0.12178992,0.110719925,2.325339713,0.874794786,0.99631397,0.928191788,0.983654733,2.704849773,2.744612722,3.371257816,18866.76256,10670.58733,1868.473865,0.169154061,0.149085472,0.03284654,0.140457597,0.18203039,0.155420283,0.21162391,5.707439287,285.2896007,202.7701706,3.24883218,2211.038639,9894.169338,13339.3805,0,0,0,1,0,4207107.301
9/9/2007,77526890.78,30183.31128,0.108889136,0.278406756,0.10025068,0.127012988,2.304407846,0.860924111,0.997558611,0.930250324,0.986281234,2.723923471,2.70975274,3.242239727,18897.42714,10637.04066,1886.155881,0.188297472,0.171722528,0.036360434,0.181206816,0.241773052,0.135088068,0.215636754,5.733106262,285.7282564,202.948591,3.263627716,2217.017187,9900.317167,13348.15129,0,0,0,0,0,3618277.567
9/16/2007,72898755.98,30091.5721,0.114159592,0.267313064,0.095110238,0.116650131,2.280780577,0.858028098,0.996533729,0.926530118,0.983578873,2.719581622,2.668486306,3.21356242,18835.98954,10457.25629,1887.804379,0.179814654,0.144422296,0.032318494,0.171286178,0.241574225,0.137926797,0.212818138,5.755292856,286.6825024,203.1295064,3.278087454,2223.431196,9906.19261,13356.67108,0,0,0,0,0,-2239710.22
9/23/2007,70863966.95,29845.54941,0.104333481,0.271507576,0.089610941,0.119541221,2.263653489,0.825869183,0.997057981,0.914069055,0.985177551,2.724499147,2.689948272,3.212400835,18671.0717,10311.06573,1874.173966,0.182063669,0.151818348,0.026026986,0.162658268,0.210800469,0.133923012,0.227661504,5.77433229,288.05796,203.3127519,3.292026531,2230.157353,9911.525538,13364.80736,0,0,0,0,0,-5569618.739
9/30/2007,71229251.06,29683.87589,0.102343562,0.277953108,0.081164316,0.122911636,2.257183529,0.837625566,0.997093402,0.915334983,0.983948054,2.729231556,2.699331037,3.194032611,18663.91035,10260.5424,1859.393105,0.185524276,0.138674276,0.017072312,0.148881352,0.19936576,0.133259464,0.210390527,5.790557775,289.76025,203.4981637,3.305260034,2237.072822,9916.04688,13372.4281,0,0,0,0,0,-5801546.276
10/7/2007,76647044.78,29814.31239,0.119283958,0.275531571,0.087120105,0.116917157,2.261105723,0.837009819,0.996446587,0.911015503,0.986088799,2.704469176,2.669262525,3.154564292,18889.78728,10438.3906,1873.401322,0.180619538,0.137106938,0.02375591,0.156878759,0.220871138,0.129619143,0.206385331,5.804303643,291.6949934,203.685577,3.317603101,2244.054084,9919.486057,13379.40055,0,0,0,0,0,-697128.183
10/14/2007,73464094.53,29674.90786,0.11605264,0.279763816,0.084363246,0.108752385,2.278712369,0.843666422,0.99546988,0.904135752,0.988976717,2.712624401,2.64527876,3.214044891,18911.20102,10450.01412,1868.848751,0.177840788,0.13508691,0.025396427,0.129466532,0.210097115,0.108776057,0.212397156,5.81590163,293.7678113,203.8748277,3.328870818,2250.978305,9921.573997,13385.59271,0,0,0,0,0,-2388111.675
10/21/2007,71640078.46,29408.56237,0.114842404,0.279151469,0.08503898,0.123402092,2.280474875,0.822465868,0.996241109,0.900082635,0.984065269,2.713663564,2.661370689,3.202171842,18830.26386,10385.45628,1846.978336,0.187702959,0.144290484,0.039217658,0.14260435,0.215164493,0.103764033,0.222224745,5.825686805,295.8843247,204.0657513,3.338878323,2257.721965,9922.040122,13390.87182,0,0,0,0,0,-4535527.657
10/28/2007,73292237.58,29205.64479,0.14480649,0.254211608,0.110233351,0.109637916,2.303794584,0.853088529,0.993697687,0.910547218,0.98308126,2.710317662,2.67682376,3.211508259,18754.50027,10400.13477,1819.803918,0.165066808,0.139139425,0.019859518,0.140818305,0.196716492,0.119957166,0.204433739,5.833990901,297.9501545,204.2581836,3.347440703,2264.162228,9920.61536,13395.10587,0,0,0,0,0,-4139297.049
11/4/2007,72420723.43,29123.02228,0.117012858,0.278921995,0.076020106,0.130841518,2.309100549,0.812054527,0.996200031,0.901126623,0.982167548,2.704890406,2.678705894,3.173899753,18719.01699,10443.40303,1801.668005,0.177018496,0.148176667,0.030033277,0.168345514,0.205627394,0.105668889,0.215982297,5.841148988,299.8709218,204.45196,3.354373096,2270.175781,9917.029584,13398.16233,0,0,0,0,0,-2828817.723
11/11/2007,72096282.96,29330.48686,0.099981168,0.281615194,0.082508014,0.117540828,2.277985095,0.795993632,0.994973399,0.886317552,0.984830243,2.719289104,2.720045353,3.115457352,18949.18224,10487.52945,1819.125356,0.171023703,0.140998331,0.01852492,0.176950022,0.210828183,0.129920078,0.222266024,5.847492806,301.5522476,204.6469166,3.359490588,2275.639516,9911.013117,13399.9089,0,0,0,0,0,-4340622.017
11/18/2007,73113362.98,29338.9695,0.128048803,0.258073823,0.091441811,0.118810921,2.313122244,0.810400802,0.997548293,0.877745933,0.986856248,2.731409091,2.821549108,3.231483886,19229.11092,10653.11345,1785.713782,0.170002725,0.143523079,0.016055718,0.11791755,0.164319823,0.132133078,0.237429603,5.853356136,302.9000066,204.8428896,3.362609016,2280.430517,9902.297819,13400.21382,0,0,0,0,0,-4626401.037
11/25/2007,68403349.85,28601.46094,0.127145298,0.262102827,0.086766323,0.115454644,2.35626581,0.806441281,0.994972832,0.849126812,0.977032847,2.724363621,2.829965284,3.197540885,18620.9562,10580.54267,1661.298199,0.174412519,0.137884664,0.013694913,0.111676181,0.187009722,0.122232548,0.232007377,5.858989792,303.8501317,205.0398301,3.363628067,2284.460119,9890.783958,13399.01133,0,0,0,0,0,-6621028.856
12/2/2007,70228753.59,29005.54637,0.105223655,0.270448197,0.082176551,0.122363959,2.289685552,0.810435839,0.995720915,0.906378639,0.984832735,2.692014414,2.714223179,3.152402826,18697.88185,10214.44881,1765.076518,0.171598101,0.124111544,0.015484014,0.140875095,0.244365874,0.111946624,0.221836766,5.86435455,304.4461042,205.2381016,3.362747426,2287.762499,9876.982553,13396.47451,0,0,0,0,0,-7540372.718
12/9/2007,74460468.25,29137.53924,0.128013312,0.261835842,0.091629661,0.113817231,2.316442617,0.840986353,0.996072558,0.914781352,0.983774756,2.685250661,2.737083715,3.180634068,18910.66489,10434.70518,1748.96127,0.169308891,0.131409282,0.042297573,0.13537898,0.251114154,0.10886086,0.241504393,5.869297875,304.7732611,205.4382249,3.360283629,2290.419143,9861.637203,13392.86759,0,0,0,0,0,-2823420.512
12/16/2007,78049982.28,29085.2434,0.118946764,0.266673916,0.091866289,0.136504734,2.36661153,0.848105916,0.996290326,0.885236611,0.98434726,2.68660209,2.762773456,3.178369098,18961.93525,10634.86779,1698.64419,0.169380103,0.146098933,0.019427384,0.129229394,0.230870809,0.102848006,0.234505986,5.873664896,304.9177416,205.6407257,3.356555361,2292.51291,9845.50019,13388.45802,0,0,0,0,0,-194454.5015
12/23/2007,79947949.56,28590.98022,0.137418487,0.272313643,0.081873403,0.129252704,2.462085482,0.828592279,0.995902621,0.882914943,0.980855225,2.71124976,2.849724717,3.186166913,18809.12956,11101.87097,1561.547382,0.167794653,0.167919772,0.017933652,0.099934874,0.183707512,0.086196514,0.220959908,5.877300908,304.9656846,205.8461291,3.351881396,2294.1262,9829.319653,13383.51182,0,0,0,0,0,4649955.159
